jobId,title,companyId,category,deadline,experience,education,requirements,preferences,salary,jobType,jobLocation,details,jobWebsite,hits,titleImageUrl,detailsImageUrl,bookmarks,createdAt,modifiedAt
240,title,1,category,2021-01-12 00:00:00,experience,education,requirements,preferences,salary,type,location,details,jobwebsite,0.0,imageUrl,detailsImageUrl,0.0,2023-06-02 22:54:19,
241,보험심사청구사 정규직 채용(경력),186,보험심사,,경력,학력 무관,ㆍ경력 : 경력 (년수 무관),ㆍ의무기록사,,정규직,광주 남구 효우1로 12,"[문의사항]
ㆍ담당자 권대승 : 062-225-0200",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45853648&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=bc91a5d2-6bc3-4856-8376-9298c3dfabef,61.0,,,0.0,2023-06-05 23:13:27,2023-06-06 11:11:19
242,[한솔아이원스] 사업장 보건관리자 채용,156,보건관리자,2023-07-02 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ보건관리자 경력 3년 이상
ㆍ간호사 면허증
ㆍ산업위생관리기사(산업기사)","ㆍ대기/수질 환경기사, 위험물 기능사 등",,정규직,경기 안성시 고삼면 안성대로 2061 한솔아이원스(주),,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45847668&recommend_ids=eJxtzrsVQjEMA9Bp6C3%2FVTPI238LcggncUF5ZUexRxUaeBryqrdHexb7aeUmSdQfPr6D5nqxAmyaw%2FUwQYPcbhUNHQzIpTgIW%2FxV6TpMLmmE30O6JEezWY%2FmLITMaaTwkGgmx0cRjUNficSdGtxsUu27%2FAEUF0Qe&view_type=search&searchword=%ED%95%9C%EC%86%94%EC%95%84%EC%9D%B4%EC%9B%90%EC%8A%A4+%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n&search_uuid=8f3d7338-265e-4209-bda3-01da12e3f464#seq=0,82.0,,https://talliapp.com/image?num_images=311,0.0,2023-06-05 23:13:39,2023-06-14 11:46:54
243,원무직 (원무/보험심사청구사) 채용,187,보험심사,2023-07-10 00:00:00,경력 무관,학력 무관,ㆍ경력 : 경력 (년수무관),"ㆍ아동병원 경력 우대
ㆍ심사청구 영유아검진청구 경력 우대",,정규직,경남 창원시 진해구 진해대로1026번길 4,"[복리후생]
1. 개인사물함 제공
2. 4대보험 가입(국민연금, 고용보험, 산재보험, 건강보험)
3. 퇴직금 별도 지급(or 퇴직연금)
4. 유니폼 및 명찰 제공
5. 본인/가족 의료비 감면혜택 (본원 진료시)
6. 점심식사 제공 (병원 내 식당)
( 정성가득한 식단으로 너무 맛있습니다 ~ )

※ 저희 병원은 모든 선생님들이 만족해하며 근무하실 수 있도록 최선을 다하여 근무 조건을 조율하겠습니다.

※ 편안한 분위기와 쾌적한 근무환경에서 책임감을 갖고 다나아동과 함께 하실 선생님을 기다리고 있습니다.

"" 아이들에게 항상 밝고 따뜻하게 대해 주실 분 환영합니다 ~ """,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45896265&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=cbbc341d-3dad-4fdb-8ca6-f16ed0c2de28,57.0,,,0.0,2023-06-05 23:16:18,2023-06-12 00:47:18
244,산업보건전문기관 / 보건관리대행 간호사 채용 (경력직),188,보건관리자,2023-06-30 00:00:00,경력,대졸 이상 (4년제),"ㆍ간호사 면허
ㆍ실무경력 2년 이상 (경력에 따라 팀장/부장 급)
ㆍ경력 : 간호사 면허 취득 후 산업보건전문기관 또는 보건관리대행기관",,면접 후 직책에 따른 협의 (희망연봉 기재),정규직,경기 평택시 도일유통길 13-12(2층),"[상세내용]
ㆍ업무내용 : 사업장 보건관리, 컨설팅 및 교육지원 등
ㆍ근무일시 : 주 5일(월~금) 08:30~17:30, 탄력근무 가능

[문의사항]
ㆍ담당자 이현경(관리팀)
: 031-652-0607 / 010-6393-4624",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45887802&location=ts&searchword=CRC&searchType=search&paid_fl=n&search_uuid=8e077291-4dc1-4fd5-aaf4-fb09eee27841,73.0,,,0.0,2023-06-05 23:46:42,2023-06-12 01:00:42
245,(주)대연 보건관리자 채용,128,보건관리자,2023-06-23 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ경력 : 1~6년
ㆍ법 제 143조 제 1항에 따른 산업보건지도사 자격
ㆍ전문대 이상의 학교에서 산업 보건 또는 산업 위생 분야의 학위를 취득한 사람",ㆍ동종업계 직무 경험,,정규직,서울 영등포구 경인로 775 에이스하이테크시티(문래동3가),,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45784314&recommend_ids=eJxtj7ERQzEIQ6dJL7AQuM4g3n%2BL%2BNt39i9SPhASYqRJ9FGmT34Z5fB4EAvD2hxNtIU%2BB65R3re4R7idbalAu1ZNQj9iVVrm2SpAtoPRA9VO7rSk8aLLeb9SCcyba47Cq4I64g8O7msPWN6KQZSuXNydNmZ4wd%2FYbX39A8l6RBA%3D&view_type=search&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n&search_uuid=170b6079-4c19-4076-9d98-7bde6449eb1c#seq=0,15.0,,https://talliapp.com/image?num_images=310,0.0,2023-06-11 23:07:29,
246,(주)구영테크 대구본사 안전보건관리자 채용(경력),189,보건관리자,,경력,학력 무관,"ㆍ학력/나이/성별 무관
ㆍ해외여행에 결격사유가 없는자
ㆍ안전보건업무 경력 5년 이상
ㆍ산업안전기사 자격증 보유자","ㆍ자동차 부품 제조업 안전보건 업무 유경험자
ㆍ어학능력 우수자, 소방안전관리자 자격증 보유자, 대기 or 위생 관련 자격증 보유자
ㆍ컴퓨터활용능력 우수, 인근거주자, 운전가능자, 차량소지자","연봉 4,090만원 (4년 대졸 신입기준)
*경력직의 경우는 협의",정규직,대구 달성군 구지면 국가산단대로39길 119(창리),"[주요 업무]
: 안전보건 전반 직무수행
- 안전보건 개선계획 수립 및 운영
- 안전유해위험요소 점검 및 개선진행
- 월 안전보건협의체 운영 및 관리
- 노동부 산재예방과 및 안전관련 대응
- 중대재해처벌법 관련 업무
- 산재발생대응 外

[문의사항]
ㆍ담당자 김덕환 책임(경영지원팀) : 053-265-3332",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45887060&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=febfdbed-d0af-4620-8843-85474a1d89a2,31.0,,https://talliapp.com/image?num_images=310,0.0,2023-06-11 23:07:37,2023-06-12 01:12:08
247,안전보건관리자 정규직 모집,190,보건관리자,2023-06-15 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ경력 : 2년 이상 (면접 후 결정)
ㆍ산업안전산업기사",ㆍ해당직무 근무경험,,정규직,대구 달서구 성서공단남로10길 13(대천동),"[문의사항]
ㆍ담당자 채용담당자(총무부) : 053-584-2222",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45892709&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bdf5ab46-c5be-4422-9571-a538b4e41f74,16.0,,,0.0,2023-06-12 15:27:19,
248,히어로손해사정(주) 장기인보험 의료심사자 채용,191,보험심사,2023-06-18 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ당사 내규상 채용에 결격 사유가 없는 자
ㆍ경력 : 보험사 의료심사 2년 이상
ㆍ간호사 면허 必","ㆍ손해사정사 자격증(신체/4종) 보유자 - 자격수당 15만(월)
ㆍ장기보험 심사관련 업무 경력자
ㆍ보험/의료/보건학 관련 전공자",,계약직,서울 영등포구 영등포로 256 우성타워(영등포동3가),"[업무내용]
ㆍ장기보험 보상처리 의료지원 (중심도)
ㆍ의료자문 진행 및 진단적정 판단
ㆍ진료비 적정성 판단

[복지제도]
ㆍ휴가지원(법정휴가 外) ▶체력단련휴가, 장기근속휴가, 아빠휴가, 경조휴가 등
ㆍ생활지원 ▶ 복지포인트(연310만), 경조금, 자녀학자금(대학까지), 단체보험(배우자포함)
ㆍ건강지원 ▶ 건강검진(배우자포함)
ㆍ임직원할인 ▶ 갤러리아몰 등 임직원 할인 적용",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45891830&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=58bba53c-96d7-4f64-bf8e-ce09694f238b,7.0,,,0.0,2023-06-12 15:34:01,
249,서울특별시 보라매병원 정형외과 임상 연구원 채용 (신입/경력),192,임상연구,2023-07-08 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",ㆍ경력 : 무관(신입 지원 가능) (연구원급),ㆍ경력직 우대,,계약직,서울 동작구 보라매로5길 20 서울특별시보라매병원(신대방동),"ㆍ보라매병원 척추센터는 골다공증, 골대사, 척추질환에 대하여 국제적 수준의 임상연구 및 기초 연구를 수행해 오고 있으며, 서울대학교 의과 대학 교수님과,  박사과정 및 석사 연구원들로 구성되어 있습니다. 서울대병원 운영 보라매병원 내 연구실 및 동물실험실, 임상연구원실 등을 운영하고 있으며, 15년간 국가 과제 등을 수행하고 있습니다. 본 센터를 함께 가꾸어 나갈 인재들을 아래와 같이 모집하오니 많은 지원 바랍니다.

[문의사항]
ㆍ근무 관련 문의사항이 있는 경우 하단의 e-mail로 연락 부탁드립니다.
- E mail : torto83@snu.ac.kr
- 전화 : 02-870-3318",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45879617&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=b39ccd20-63be-43d0-9311-7fb8fdd5943a,17.0,,,0.0,2023-06-12 15:55:10,2023-06-12 15:55:37
250,(주)웰마커바이오 연구본부 임상팀 경력직 연구원 채용,193,임상연구,2023-07-08 00:00:00,경력,대졸 이상 (4년제),"ㆍ의/약학, 식품/유전/바이오, 간호학 졸업
ㆍ해당직무 근무경험","ㆍ인근거주자
ㆍ차량소지자
ㆍ영어능통자, 영어가능자
ㆍ컴퓨터활용능력 우수, 문서작성 우수자",,정규직,서울 송파구 송파대로 155 NH송파농협 7층,"[담당업무]
ㆍ임상 파이프라인의 개발 및 관리
ㆍICH-GCP 기준의 임상시험 매니지먼트 (TMF, 일정, 예산, 계획, 계약서 작성 및 관리, CRO/vendor 관리)
ㆍPI meeting, SRC meeting 참여
ㆍ임상개발 전략 수립 및 CSR 검토
ㆍICSR, DSUR, safety reporting 등의 PV업무",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45875786&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=b39ccd20-63be-43d0-9311-7fb8fdd5943a,7.0,,,0.0,2023-06-12 16:05:38,
251,[(주)프리클리나] 대구에서 G-STAR로 비상하자 [연구간호사팀],194,임상연구,2023-06-23 00:00:00,경력 무관,대졸 이상 (4년제),"ㆍ간호사 면허증 소지자
ㆍ경력 간호사 지원 가능","ㆍ해당직무 근무경험
ㆍ연구간호사(CRC) 경력자 우선 선발
ㆍ임상경력 1년 이상","연봉 3000만원 ~ 3300만원
(면접 후 협의 가능)",정규직,대구 북구 칠곡중앙대로136길 90 의생명과학관 1호관 203호,"[복리후생]
ㆍ4대 보험 가입, 점심식사 제공, 연월차, 시간외 근무수당, 교육비 지원
ㆍ주 5일 근무, 연차/월차, 정기휴가, 경조휴가 
ㆍ퇴직금  각종 경조금 지원  인센티브제  정기보너스
ㆍ장기근속자 포상  우수사원 표창/포상
ㆍ퇴직연금  휴일수당  연월차수당
ㆍ장기근속수당  휴게실  주차비지원(주차가능)
ㆍ종합건강검진 제공 (본인 및 본인 외 1인 추가 검진)
ㆍ근무복 지급  산전 후 휴가  신입사원교육(OJT)  직무능력향상교육
ㆍ경조사지원, 연월차, 경조휴가, 반차, 산전후휴가, 육아휴직 지원
ㆍ명절선물, 생일파티/선물, 유연근무 지원명절 상여금, 주말근무수당, 연말 성과급
ㆍ최고 성능 개인 노트북지급, 사무용품 지급

[문의사항]
ㆍ담당자 이지혜(기업부설연구소) : 000-1566-0536",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45879600&location=ts&searchword=CRC&searchType=search&paid_fl=n&search_uuid=c799cde4-cfc8-41ac-84d8-e8e0c4e37301,22.0,,,0.0,2023-06-12 16:11:35,2023-06-12 16:11:54
252,[Dt&CRO 임상사업부] 각부분 인재채용,195,임상연구,,경력 무관,대졸 이상 (4년제),하단 이미지 참고,하단 이미지 참고,,정규직,서울 서초구 바우뫼로41길 72-2 화인빌딩(양재동),"[접수방법]
ㆍ접수방법	:	사람인 입사지원, DT&CRO 입사지원서
ㆍ이력서양식	:	사람인 온라인 이력서 (이력서 제출 시 지원분야 표시)",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45877078&location=ts&searchword=%EC%97%B0%EA%B5%AC%EA%B0%84%ED%98%B8%EC%82%AC&searchType=search&paid_fl=n&search_uuid=1f3f2a24-40ad-44d9-b8c7-7aaccd11991b,20.0,,https://talliapp.com/image?num_images=321,0.0,2023-06-13 10:49:29,
253,[(주)용인서울산업보건연구원] 산업위생관리기사 모집,196,보건관리자,,경력 무관,"초대졸 이상 (2, 3년제)",ㆍ경력 : 무관 (신입도 지원 가능),,"연봉 2,890 만원 (주 40시간)",정규직,경기 용인시 처인구 한터로 38,,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45877386&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=e1c7469b-c2f2-491d-b1fe-74a23c41948d,23.0,,,0.0,2023-06-13 10:59:57,
254,[(주)심유] PM / CRA / BSA 채용 (신입/경력),197,임상연구,2023-06-30 00:00:00,경력 무관,대졸 이상 (4년제),ㆍ경력 : 신입/경력 1년 이상,,,정규직,서울 용산구 한남대로42길 6 청암빌딩 2층(한남동),"[문의사항]
ㆍ연락처 : 02-584-2007",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45906030&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=4380ef4f-b533-45ad-a5fb-80a551f1c682,8.0,,,0.0,2023-06-13 11:15:10,
255,[대구가톨릭대학교] 연구행정 및 병원검진 업무,198,임상연구,2023-06-20 00:00:00,경력 무관,대졸 이상 (4년제),ㆍ경력 : 무관(신입도 지원 가능) (연구원급),"ㆍ간호사
ㆍ석사학위 수여자, 박사학위 수여자",,계약직,대구 남구 두류공원로 17길 33,"[제출서류]
ㆍ자사양식 채용지원서 이메일 접수 필요
ㆍE-mail : dku76038@cu.ac.kr / jsjes@naver.com
(수신자 : 2개 메일 전체 송부 필수)
(제목 예시 : ""대구가톨릭대학교 가습기살균제보건센터_지원자 홍길동"")",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45908141&location=ts&searchword=CRC&searchType=search&paid_fl=n&search_uuid=a53f1575-8d6f-4d9e-81b1-d8b05efc9ee8,7.0,,,0.0,2023-06-13 11:23:15,
256,남양주 왕숙 토목 현장 보건관리자 모집,199,보건관리자,2023-06-28 00:00:00,경력 무관,학력 무관,"ㆍ경력 : 무관 (신입도 지원 가능, 경력지원 시 경력증명서 첨부 必)","ㆍ건축/토목/조경/도시공학, 공학계열
ㆍ산업위생관리기사, 대기환경기사, 인간공학기사
ㆍ인근거주자, 운전가능자, 기숙사 생활가능자, 지방근무 가능자",,정규직,경기 남양주시 진건읍 신월리 192-1,"[문의사항]
ㆍ담당자 김가영(안전보건팀) : 02-2280-6380",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45905939&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=52f17593-de8f-47a9-8ac6-7d6b2b55036d,13.0,,,0.0,2023-06-13 11:30:18,2023-07-15 17:50:58
257,안전보건관리자 정규직 모집,200,보건관리자,2023-08-11 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ경력 : 2년 ~ 7년 (사원~대리급)
ㆍ산업안전산업기사 또는 산업안전기사","ㆍ관련 경력자
ㆍ가스 기사",,정규직,충북 진천군 진천읍 금사로16,,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45907925&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=4fdf6b32-e332-477e-b092-8933bb0d0add,5.0,,,0.0,2023-06-13 11:35:48,
258,[서울아산병원] 의료 데이터 수집 및 엑셀,2,임상연구,2023-08-11 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",ㆍ경력 : 무관 (신입도 지원 가능),"ㆍ수학/통계학, 간호학, 임상병리학
ㆍ엑셀 고급능력자
ㆍ해당직무 근무경험","연봉 2,800 만원 (주 40시간)",계약직,서울 송파구 올림픽로43길 88 서울아산병원(풍납동),,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45898627&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=e2ea2004-5309-4b20-90e1-75cfd0c38bbd,7.0,,,0.0,2023-06-13 11:41:28,
259,이수건설(주) 경력직 안전 및 보건관리자 채용,201,보건관리자,2023-07-12 00:00:00,경력,학력 무관,ㆍ경력 : 3년 이상,,,계약직,경기 동두천시 생연동 285-1,"[문의사항]
ㆍ담당자 이윤승
: 031-868-9746 / 010-3359-8403",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45909166&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=4fdf6b32-e332-477e-b092-8933bb0d0add,7.0,,,0.0,2023-06-13 11:48:22,
260,[산업보건/산업위생관리산업기사] 작업환경측정팀 정규직 경력,202,보건관리자,2023-07-12 00:00:00,경력,"초대졸 이상 (2, 3년제)","ㆍ[산업위생관리기사] 또는 [산업위생관리산업기사] 자격증 소지자
ㆍ작업환경측정업무 경험 소지자",ㆍ1종 보통 운전면허 소지자,"ㆍ5년차 연봉 4000만원부터 (관련 경력 및 자격증 보유 시 추가 인정됨)
ㆍ10년차 연봉 5000만원부터 (관련 경력 및 자격증 보유 시 추가 인정됨)",정규직,경북 구미시 1공단로 212,"★당사는 이런 복지를 제공합니다!
첫째, 밸런스데이(한 달에 2번, 1시간 빠른 퇴근 또는 느린 출근 제도)
둘째, 창립기념일 유급휴가 제공
셋째, 내부 또는 외부 교육 참여 지원
넷째, 업무 관련 자격증 취득 시, 월별 최대 25만원의 자격 수당 별도 지급(급여 + 자격수당으로 매월 지급됨)
다섯째, 임직원 생일, 만우절, 크리스마스, 월드컵 등 다양한 이벤트 진행
여섯째, 점심제공, 펀데이(한 달에 한 번 점심 특식 파티)
일곱째, 조기 출근 시 회사 차량 일부 활용 중
여덟째, 당사 목표 성과 달성 시 해당 반기 전 임직원 성과급 지급 (반기별 50만원, 2022년 하반기 지급 완료)
아홉째, 주거복지수당(20만원 지급) / 23년 3월 이후 입사자부터는 연봉에 포함되어있음
열째, 단체 보험 가입 및 연도별 독감 예방 접종 지원

[근무조건]
ㆍ근무형태	:	정규직 (수습기간 3개월 - 급여100%지급, 점심 회사에서 제공)
ㆍ근무일시	:	주 5일(월~금) 오전 8시 30분 ~오후 5시 30분 / 
밸런스데이 有 (한 달에 2 번, 1시간 늦은출근 or 1시간 빠른퇴근)

[접수방법]
ㆍ사람인 접수 또는 이메일 접수 / 우선 지원자에 한해 면접 진행됩니다.
(이메일 접수 : juyoung.lee@iesh.co.kr)",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45903668&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a964a08c-aa71-4cec-9ca4-479ed00faee6,9.0,,,0.0,2023-06-13 12:10:39,
261,[젠큐릭스] CRA 우수인재 모집,203,임상연구,2023-07-07 00:00:00,경력 무관,대졸 이상 (4년제),"ㆍ전공: 의/약학, 간호학, 생물학, 생명공학 등 생명관련학과
ㆍ필요 역량
    - 임상연구와 관련된 이해
    - 원활한 대인관계 능력
    - 의료관련 지식 보유","ㆍGCP 교육 및 임상시험모니터요원 관련 교육 이수자
ㆍ임상시험 종사자 교육 이수자",,정규직,서울 구로구 디지털로 243 지하이시티 15층(구로동),,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45866881&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=dd47621a-1d37-4bde-ba13-8b4139a17b07,7.0,,https://talliapp.com/image?num_images=329,0.0,2023-06-13 15:24:14,
262,심장재활프로그램 임상연구간호사 공개채용 공고,204,임상연구,2023-06-30 00:00:00,경력 무관,대졸 이상 (4년제),ㆍ간호사 면허 소지자,ㆍ임상연구업무 경력자 우대,"연봉 3,500~4,000만원",계약직,서울 양천구 목동 911-1,"■ 연구업무
ㆍCRC 업무 연구주관기관(이대목동병원)의 환자 등록 및 임상추적
ㆍ주관 연구 기관의 연구진행 관련 coordinator로서의 역할 : 연구비 관리 및 연구자간 의견 소통

■ 근무조건
ㆍ주 40시간 근무
ㆍ4대 보험 및 퇴직금 제공(급여 포함), 휴가 14일/년

■ 문의사항
ㆍ과제 책임교수 정익모
: 02-2650-2871, ickmo@ewha.ac.kr
ㆍ연구담당자 강성미 CRA
: 02-2650-5748, feellove233@naver.com",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45867843&location=ts&searchword=CRC&searchType=search&paid_fl=n&search_uuid=ec5d0d9d-f85b-47be-9863-6af9ce4ab252,13.0,,,0.0,2023-06-13 15:33:02,
263,지에스건설(주) 현장 보건관리자 채용,54,보건관리자,2023-07-07 00:00:00,경력 무관,학력 무관,ㆍ경력 : 무관 (신입도 지원 가능),"ㆍ간호학
ㆍ산업위생관리기사, 산업보건지도사(산업위생공학)","연봉 4,000 만원 (주 40시간)",계약직,부산 사상구 낙동대로943번길 157 부산환경공단 위생사업소 내 GS건설(감전동),"[문의사항]
ㆍ담당자 배봉철(공무팀) : 02-2154-9876",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45871187&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=72deb059-3083-405d-94a4-313909d4c444,8.0,,,0.0,2023-06-13 15:34:46,2023-06-13 15:43:11
264,[금강고속] 보건관리자 정규직 채용,205,보건관리자,2023-07-07 00:00:00,경력 무관,학력 무관,"ㆍ경력 : 무관 (신입도 지원 가능)
ㆍ산업안전보건법 시행령 별표 6 보건관리자의 자격을 갖춘 자로 산업안전보건법 시행령 제20조 에 따른 보건관리자",,월급 250 만원 (주 40시간),정규직,경기 구리시 아차산로487번길 34 금강고속(주),"[접수방법]
ㆍ접수방법	:	회사방문 접수
    - 평일 오전 10시 ~ 오후 5시 (주말, 공휴일 제외) 
ㆍ이력서양식	:	자유 양식

[문의사항]
ㆍ담당자 이경노 차장님 : 031-562-8300",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45869649&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=72deb059-3083-405d-94a4-313909d4c444,15.0,,,0.0,2023-06-13 15:42:43,
265,"신세계건설(주) 안전관리, 보건관리 프로젝트전임직 채용 공고",93,보건관리자,2023-06-25 00:00:00,경력 무관,학력 무관,"ㆍ관련학과 전공자
ㆍ안전/보건관련 자격증 소지자",ㆍ건설현장 업무 경력자,,계약직,서울 중구 소월로 10 단암빌딩(남대문로5가),"[문의사항]
ㆍ담당자 이상수(인사팀) : 02-3406-6848",http://job.shinsegae.com/recruit_info/notice/notice01_view.jsp?isSearch=Y&tabKey0=&currentPage=1&rowsPerPage=11&notino=7511&recrtpnm=%25ED%2594%2584%25EB%25A1%259C%25EC%25A0%259D%25ED%258A%25B8%25EC%25A0%2584%25EC%259E%2584%25EC%25A7%2581&searchWord0=%25EB%25B3%25B4%25EA%25B1%25B4&searchKey0=&searchKey1=&searchWord1=%EB%B3%B4%EA%B1%B4,19.0,,https://talliapp.com/image?num_images=332,0.0,2023-06-13 15:46:51,
266,창조산업보건센터 보건관리팀 산업위생관리기사 모집 (주4일제),206,보건관리자,2023-06-18 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)","ㆍ경력 : 무관 (신입도 지원 가능)
ㆍ운전 가능자
ㆍ산업위생관리기사 또는 산업위생관리산업기사","ㆍ산업공학
ㆍ해당직무 근무경험",,정규직,서울 서초구 매헌로 31-3 백림빌딩 302호(양재동),"[문의사항]
ㆍ연락처 : 010-4533-3790",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45868041&location=ts&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&paid_fl=n&search_uuid=d9ff2be3-7b62-437d-8f13-c7976d171907,17.0,,,0.0,2023-06-13 15:58:05,2023-06-13 15:58:20
267,나사렛국제병원 보험심사팀 사원(경력직) 모집,207,보험심사,2023-07-07 00:00:00,경력,"초대졸 이상 (2, 3년제)",ㆍ경력 : 경력 1년 이상,"ㆍ보험심사간호사, 의료정보관리사",,정규직,인천 연수구 먼우금로 98 나사렛국제병원(동춘동),,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45864861&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=fbb13d59-0461-4992-8f93-f156d12b14fa,7.0,,,0.0,2023-06-13 16:02:34,
268,[현대해상 전속법인] 인보험 서면심사 경력사원 채용,208,보험심사,2023-07-07 00:00:00,경력,학력 무관,ㆍ경력 : 경력 1년 이상,"ㆍ간호학, 임상병리학, 경영학
ㆍ손해사정사",,정규직,서울 영등포구 경인로 775 에이스하이테크시티 1동,"[지니손해사정(주)에 꼭 입사해야 하는 이유]
♠ 저녁이 있는 삶을 위한 칼퇴근 장려
♠ 자격증 수당제공
♠ 자유로운 육아휴직 제도
♠ 슬기로운 멘토링으로 능력과 행복을 Up-Grade 해주는 기업",https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45872035&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=ec6c5a26-61ed-44a0-abac-597dd761d801,23.0,,,0.0,2023-06-13 16:07:37,
